RowName,WazaType,Element,IgnoreRandomInherit,Category,Power,DisplayPower,IsLeanBack,CameraShake,IgnoreRaycast,MinRange,MaxRange,MaxHeightDiff,CoolTime,ForceRagdollSize,EffectType1,EffectValue1,EffectValueEx1,EffectType2,EffectValue2,EffectValueEx2,SpecialAttackRateInfos,bIsWeaponDamage,WazaCustomExecuteConditions,bIsExplosionDamage,DisabledData,Strength,BulletEmiiterOverlapClass
NewRow_120,Tremor,Earth,False,Shot,300,300,False,Waza_L,False,0,1200,400,16.000000,None,Muddy,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_121,DiamondFall,Ice,False,Shot,600,600,False,Waza_L,True,0,5000,5000,30.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_122,BeamSlicer,Dragon,False,Shot,350,350,False,Waza_L,True,0,4000,4000,16.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_123,Unique_NightLady_WarpBeam,Dark,True,Shot,600,600,False,Waza_L,True,0,5000,5000,30.000000,None,None,0,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=999.000000),(Type=vsStone_Raid,Rate=999.000000))",False,,False,False,None,None
NewRow_124,Unique_NightLady_FlameNightmare,Dark,True,Shot,450,450,False,Waza_L,True,0,3000,3000,20.000000,None,Burn,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=333.000000),(Type=vsStone_Raid,Rate=333.000000))",False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_125,Commet,Dragon,False,Shot,180,180,False,Waza_L,True,0,5000,5000,8.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_126,DarkPulse,Dark,False,Shot,60,60,False,Waza_S,False,1200,5000,5000,4.000000,None,Darkness,35,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_127,DarkCanon,Dark,False,Shot,70,70,False,Waza_S,False,500,5000,5000,4.000000,None,Darkness,20,0.000000,None,0,0.000000,,False,,False,False,Weak,None
NewRow_128,DarkArrow,Dark,False,Shot,120,120,False,Waza_M,False,500,5000,5000,8.000000,None,Darkness,102,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_130,Apocalypse,Dark,False,Shot,400,400,False,Waza_L,True,100,5000,600,20.000000,None,Darkness,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_131,Unique_NightLady_WarpBeam_Straight,Dark,True,Shot,600,600,False,Waza_L,True,0,5000,5000,30.000000,None,None,0,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=999.000000),(Type=vsStone_Raid,Rate=999.000000))",False,,False,False,None,None
NewRow_132,Unique_DarkScorpion_Pierce,Earth,True,Melee,350,350,False,Waza_L,False,0,3000,500,16.000000,S,Poison,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_133,StarMine,Normal,True,Shot,400,400,False,Waza_L,True,0,5000,5000,20.000000,None,None,0,0.000000,None,0,0.000000,,False,,True,False,Strong,None
NewRow_134,Unique_FeatherOstrich_Tossin,Earth,True,Melee,250,250,False,Waza_M,False,300,3500,300,12.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_135,RootLance,Leaf,False,Shot,300,300,False,Waza_M,True,0,5000,300,16.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_136,Unique_ThunderDragonMan_NumerousSwordAttack,Electricity,True,Shot,600,600,False,Waza_L,False,0,5000,5000,30.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,None,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_Unique_ThunderDragonMan_NumerousSwordAttack.PalWazaBulletEmiiterOverlap_Unique_ThunderDragonMan_NumerousSwordAttack_C'
NewRow_137,Unique_KingBahamut_AirCrash,Dragon,True,Melee,700,700,False,Waza_L,True,0,5000,5000,30.000000,None,Burn,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=50.000000),(Type=vsStone_Raid,Rate=50.000000))",False,,True,False,None,None
NewRow_138,LineGeyser,Water,False,Shot,160,160,False,Waza_L,True,0,2500,1200,8.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_139,ChargeCanon,Dragon,False,Shot,400,400,False,Waza_L,False,0,4000,4000,20.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,True,False,None,None
NewRow_140,Unique_KingBahamut_ArmSmash,Fire,True,Melee,600,600,False,Waza_L,True,0,600,1000,30.000000,None,Burn,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=50.000000),(Type=vsStone_Raid,Rate=50.000000))",False,"((Type=GroundHeightDiff,Value=0.000000))",True,False,None,None
NewRow_141,Unique_WingGolem_RoundCutter,Earth,True,Shot,450,450,False,Waza_L,True,0,3500,3500,20.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_142,BlastCanon,Dragon,False,Shot,200,200,False,Waza_L,False,0,3000,3000,12.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,True,False,None,None
NewRow_143,ThreeCommet,Dragon,False,Shot,450,450,False,Waza_L,True,0,5000,5000,20.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_144,CommetRain,Dragon,False,Shot,700,700,False,Waza_L,True,0,5000,5000,30.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_145,Eruption,Fire,False,Shot,450,450,False,Waza_M,True,0,2000,5000,20.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_146,Unique_ElecPanda_GatlingAttack,Electricity,True,Shot,550,550,False,Waza_M,False,300,3000,3000,24.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_147,Unique_LilyQueen_LilyHealing,Leaf,True,Shot,0,0,False,Waza_M,True,0,9999,9999,240.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=HPBelow,Value=0.700000))",False,False,None,None
NewRow_148,HolyBlast,Normal,False,Shot,700,700,False,Waza_M,True,0,5000,1000,30.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_149,Unique_DarkAlien_JumpScractch,Dark,True,Shot,350,350,False,Waza_M,False,500,3000,3000,16.000000,None,Darkness,30,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_150,Unique_MoonQueen_MoonBeam,Normal,True,Shot,600,600,False,Waza_L,True,300,3000,3000,30.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_151,FlameWall,Fire,False,Shot,250,250,False,Waza_M,True,0,5000,400,12.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_152,AirBlade,Normal,False,Shot,160,160,False,Waza_M,True,1500,5000,5000,8.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_153,Unique_MoonQueen_MoonBlade,Normal,True,Shot,350,350,False,Waza_L,True,300,3000,3000,16.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_154,Unique_SifuDog_Counter,Normal,True,Melee,450,450,False,Waza_L,True,0,5000,5000,20.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_155,WallSplash,Water,False,Shot,300,300,False,Waza_L,True,0,5000,900,16.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_156,TriSpark,Electricity,False,Shot,250,250,False,Waza_M,False,300,3000,3000,12.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,Medium,None
NewRow_157,ThunderStorm,Electricity,False,Shot,600,600,False,Waza_M,True,0,5000,2000,30.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_158,Unique_ScorpionMan_Uppercut,Dark,True,Melee,350,350,False,Waza_M,False,0,3000,1000,16.000000,None,Poison,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_159,FlameFunnel,Fire,False,Shot,300,300,False,Waza_M,True,0,5000,5000,16.000000,None,Burn,100,0.000000,None,0,0.000000,,False,,False,False,Medium,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_FlameFunnel.PalWazaBulletEmiiterOverlap_FlameFunnel_C'
NewRow_160,SandTwister,Earth,False,Shot,500,500,False,Waza_M,True,0,5000,600,24.000000,None,Muddy,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_161,RangeThunder,Electricity,False,Shot,500,500,False,Waza_L,True,0,2000,800,24.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_162,Railbolt,Electricity,False,Shot,600,600,False,Waza_L,True,500,3000,3000,30.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_163,ShokeiLaser,Electricity,False,Shot,600,600,False,Waza_L,False,0,5000,5000,30.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_164,BubbleShower,Dark,False,Shot,160,160,False,Waza_M,False,0,1000,600,8.000000,None,Poison,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_165,WaterBalloon,Water,True,Shot,90,90,False,Waza_M,False,100,3000,3000,4.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,True,Strong,None
NewRow_167,IciclePierce,Ice,False,Shot,250,250,False,Waza_M,True,100,3000,3000,12.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,,False,False,Medium,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_IciclePierce.PalWazaBulletEmiiterOverlap_IciclePierce_C'
NewRow_168,DoubleIcicleThrow,Ice,False,Shot,700,700,False,Waza_M,True,1000,5000,5000,30.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,,False,False,Medium,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Skill/_BulletEmiiterOverlap/PalWazaBulletEmiiterOverlap_DoubleIcicleThrow.PalWazaBulletEmiiterOverlap_DoubleIcicleThrow_C'
NewRow_169,IceAge,Ice,False,Shot,700,700,False,Waza_L,True,100,3000,600,30.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_170,RaidCutter,Leaf,False,Shot,400,400,False,Waza_M,False,500,5000,5000,20.000000,None,IvyCling,35,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_171,WindEdge,Leaf,False,Shot,200,200,False,Waza_M,True,1500,5000,5000,12.000000,None,IvyCling,35,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_174,FlareTwister,Fire,True,Shot,130,130,False,Waza_M,True,0,5000,600,8.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,True,None,None
NewRow_176,Unique_Horus_PerfectStorm,Fire,True,Shot,650,650,False,Waza_M,True,0,3000,600,30.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_177,Unique_BlackGriffon_TackleLaser2,Dark,True,Shot,600,600,False,Waza_M,False,0,2500,2500,30.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_178,Unique_MoonQueen_IceMoonBlade,Normal,True,Shot,700,700,False,Waza_L,True,300,3000,3000,30.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_179,IcicleLine,Ice,False,Shot,300,300,False,Waza_L,True,0,2500,350,16.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Medium,None
NewRow_180,Unique_Manticore_InfernoStrike,Fire,True,Melee,400,400,False,Waza_L,False,1500,5000,500,20.000000,None,Burn,50,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_181,Unique_ThunderBird_ThunderStorm,Electricity,True,Melee,180,180,False,Waza_M,False,500,1500,350,8.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_182,Unique_LilyQueen_WindBarrier,Leaf,True,Shot,60,60,False,Waza_L,True,0,9999,9999,4.000000,None,IvyCling,35,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_183,Unique_BlackMetalDragon_FirePunch,Dragon,True,Shot,450,450,False,Waza_S,False,0,1000,1000,20.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_184,Unique_GrassRabbitMan_GrassRoundKick,Leaf,True,Melee,250,250,False,Waza_M,False,0,1200,300,12.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_185,Unique_Yeti_SnowBall,Ice,True,Melee,400,400,False,Waza_L,False,0,3000,3000,20.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_186,Unique_Umihebi_WindingTackle,Water,True,Melee,400,400,False,Waza_L,False,0,2000,300,20.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_187,Unique_SoldierBee_NeedleLance,Leaf,True,Melee,120,120,False,Waza_M,False,0,2000,300,8.000000,None,Poison,55,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_188,Unique_RedArmorBird_TriplePeck,Fire,True,Melee,200,200,False,Waza_M,False,0,550,400,12.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",True,False,None,None
NewRow_189,Unique_ThunderDog_InazumaShorai,Electricity,True,Melee,100,100,False,Waza_M,False,500,1200,300,8.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_190,Unique_GhostBeast_Tossin,Dark,True,Melee,300,300,False,Waza_M,False,1000,2500,2500,16.000000,None,Darkness,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_191,Unique_BirdDragon_FireBreath,Fire,True,Shot,200,200,False,Waza_M,True,0,1000,400,12.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_192,Unique_WhiteTiger_IceScratch,Ice,True,Melee,300,300,False,Waza_M,False,0,300,300,16.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_193,Unique_DarkMechaDragon_SetFunnel,Dragon,True,Shot,400,400,False,Waza_M,True,0,5000,5000,20.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_194,Unique_DarkMechaDragon_FunnelLaser,Dragon,True,Shot,700,700,False,Waza_L,True,0,3500,3500,30.000000,None,None,0,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=50.000000),(Type=vsStone_Raid,Rate=50.000000))",False,,False,False,None,None
NewRow_195,Unique_DarkMechaDragon_ConvergentBeam,Dark,True,Shot,500,500,False,Waza_L,True,0,5000,5000,24.000000,None,Burn,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=50.000000),(Type=vsStone_Raid,Rate=50.000000))",False,,False,False,None,None
NewRow_196,Unique_DarkMechaDragon_BeamSlash,Dragon,True,Shot,450,450,False,Waza_L,False,0,3000,400,20.000000,None,None,0,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=50.000000),(Type=vsStone_Raid,Rate=50.000000))",False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_197,Unique_DarkMechaDragon_WarpComet,Dragon,True,Shot,600,600,False,Waza_L,True,0,5000,5000,30.000000,None,Burn,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=50.000000),(Type=vsStone_Raid,Rate=50.000000))",False,,False,False,None,None
NewRow_198,Unique_BirdDragon_Ice_IceBreath,Ice,True,Shot,200,200,False,Waza_L,True,0,1000,400,12.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_199,Unique_Umihebi_Fire_FireWindingTackle,Fire,True,Melee,400,400,False,Waza_L,False,0,2000,300,20.000000,None,Burn,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_200,PredatorWave,Normal,True,Shot,200,200,False,Waza_L,True,0,1000,400,20.000000,None,None,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,Strong,None
NewRow_201,PredatorBeam,Normal,True,Shot,600,600,False,Waza_L,True,0,3000,3000,20.000000,None,None,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_202,PredatorLockon,Normal,True,Shot,400,400,False,Waza_L,False,0,5000,5000,20.000000,None,None,100,0.000000,None,0,0.000000,,False,,False,False,Strong,None
NewRow_203,Unique_WhiteTiger_Ground_IronScratch,Earth,True,Melee,300,300,False,Waza_M,False,0,300,300,16.000000,None,Muddy,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_204,Unique_FengyunDeeper_Electric_ThunderTempest,Electricity,True,Melee,300,300,False,Waza_M,False,550,2000,450,16.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_205,Unique_Werewolf_Ice_SnowScratch,Ice,True,Melee,160,160,False,Waza_M,False,400,500,500,8.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_206,Unique_Horus_Water_AquaStorm,Water,True,Melee,320,320,False,Waza_L,False,500,3000,600,16.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_207,Unique_AmaterasuWolf_Dark_DarkCharge,Dark,True,Melee,250,250,False,Waza_M,False,1000,3500,400,12.000000,S,Darkness,50,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_210,RockBeat,Earth,False,Melee,600,600,False,Waza_L,True,0,5000,2000,30.000000,None,Muddy,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_211,Unique_Yeti_Grass_GrassBall,Leaf,True,Melee,400,400,False,Waza_L,False,0,3000,3000,20.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_212,Unique_SnowTigerBeastman_SnowImpact,Ice,True,Melee,650,650,False,Waza_L,False,0,3000,3000,30.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_213,Unique_PurpleSpider_SpiderRaid,Dark,True,Melee,250,250,False,Waza_M,False,0,1500,1500,12.000000,None,Poison,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_214,Unique_SnowTigerBeastman_TrampleSlash,Ice,True,Melee,300,300,False,Waza_M,False,0,1200,300,16.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_215,Unique_MysteryMask_LifeSteal,Dark,True,Melee,400,400,False,Waza_M,True,0,5000,300,20.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_216,Unique_GrimGirl_BrutalMachete,Dark,True,Melee,500,500,False,Waza_M,True,0,4000,4000,24.000000,None,Darkness,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_217,Unique_WhiteShieldDragon_ShieldTackle,Dragon,True,Melee,600,600,False,Waza_L,False,0,4000,500,30.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_218,Unique_BlueThunderHorse_FlashDash,Electricity,True,Melee,600,600,False,Waza_L,False,0,5000,500,30.000000,None,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_219,Unique_WhiteDeer_HolyPillar,Normal,True,Shot,700,700,False,Waza_L,True,0,2000,1600,30.000000,None,None,0,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_220,Unique_NightBlueHorse_DeathStep,Dark,True,Melee,550,550,False,Waza_M,True,1200,3000,3000,24.000000,None,Darkness,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_221,Unique_GoldenHorse_StoneDash,Earth,True,Melee,500,500,False,Waza_M,False,500,3000,300,24.000000,None,Muddy,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_222,Funnel_RaijinDaughter_Water,Dark,True,Shot,30,30,False,Waza_S,False,500,3000,3000,8.000000,None,None,0,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_223,BlueThunderHorse_PartnerSkill,Electricity,True,Melee,30,30,False,Waza_S,False,0,5000,5000,55.000000,None,Electrical,30,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_224,SeaGush,Water,False,Melee,600,600,False,Waza_L,True,0,5000,1600,30.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_129,RipTide,Water,False,Shot,500,500,False,Waza_L,True,0,5000,1100,24.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_172,HydroSlicer,Water,False,Shot,350,350,False,Waza_L,True,0,4000,4000,16.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_173,DiversionLaser,Water,False,Shot,250,250,False,Waza_L,True,500,3000,3000,12.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_175,CrossWind,Leaf,False,Shot,500,500,False,Waza_L,True,0,5000,5000,24.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_166,IceWall,Ice,False,Shot,200,200,False,Waza_L,True,0,5000,600,12.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_225,Unique_OctopursGirl_InkJet,Water,True,Shot,120,120,False,Waza_M,False,0,4000,300,8.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_226,Unique_TentacleTurtle_HydroSpin,Water,True,Shot,160,160,False,Waza_M,False,1000,2000,2000,8.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_227,Unique_LeafMomonga_SomerSault,Leaf,True,Shot,250,250,False,Waza_M,False,500,1000,1000,12.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_228,Unique_IceNarwhal_JumpingHorn,Ice,True,Shot,600,600,False,Waza_L,True,0,4000,700,30.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_229,Unique_GhostAnglerfish_SweepBait,Water,True,Shot,450,450,False,Waza_M,True,0,1000,400,20.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_230,Unique_StuffedShark_HiddenWeapon,Water,True,Shot,300,300,False,Waza_M,False,0,4000,4000,16.000000,None,Wetness,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_231,GravityShot,Dark,False,Shot,40,40,False,Waza_S,False,500,4000,9999,2.000000,None,Darkness,20,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_232,ThunderSpear,Electricity,False,Shot,40,40,False,Waza_S,False,500,4000,9999,2.000000,None,Electrical,35,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_233,ReflectiveShuriken,Leaf,False,Shot,400,400,False,Waza_M,False,500,4000,4000,20.000000,None,IvyCling,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_234,HealingTree,Leaf,True,Shot,1,1,False,Waza_M,False,0,4000,4000,2.000000,None,None,100,0.000000,None,0,0.000000,,False,,False,True,None,None
NewRow_235,Unique_IceCrocodile_SpitAttack,Ice,True,Shot,180,180,False,Waza_M,False,500,2000,2000,8.000000,None,Freeze,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_236,Unique_YakushimaBoss002_PhantasmalDeathray,None,True,Shot,450,450,False,Waza_L,True,0,5000,5000,45.000000,None,None,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=0.000000),(Type=vsStone_Raid,Rate=0.000000))",False,,False,False,None,None
NewRow_237,Unique_YakushimaBoss002_PhantasmalEye,None,True,Shot,25,25,False,Waza_M,True,0,5000,5000,45.000000,None,None,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=0.000000),(Type=vsStone_Raid,Rate=0.000000))",False,,False,False,None,None
NewRow_238,Unique_YakushimaBoss002_PhantasmalBolt,None,True,Shot,80,80,False,Waza_M,True,0,5000,5000,45.000000,None,None,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=0.000000),(Type=vsStone_Raid,Rate=0.000000))",False,,False,False,None,None
NewRow_239,Unique_YakushimaBoss002_PhantasmalSphere,None,True,Shot,180,180,False,Waza_M,True,0,5000,5000,45.000000,None,None,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=0.000000),(Type=vsStone_Raid,Rate=0.000000))",False,,False,False,None,None
NewRow_240,Unique_Yakushima_EyeTossin,Dark,True,Melee,300,300,False,Waza_M,True,1500,3000,3000,15.000000,None,None,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_241,Unique_Yakushima_SummonServant,Dark,True,Shot,300,300,False,Waza_M,True,0,1000,1000,10.000000,None,None,100,0.000000,None,0,0.000000,,False,,False,False,None,None
NewRow_242,Unique_GhostAnglerfish_Fire_SweepBait_Fire,Fire,True,Shot,450,450,False,Waza_M,True,0,1000,400,20.000000,None,Burn,100,0.000000,None,0,0.000000,"((Type=vsWood_Raid,Rate=0.000000),(Type=vsStone_Raid,Rate=0.000000))",False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
NewRow_243,Unique_CaptainPenguin_Black_BodySlide_Electric,Electricity,True,Shot,400,400,False,Waza_L,False,500,3000,300,20.000000,S,Electrical,100,0.000000,None,0,0.000000,,False,"((Type=GroundHeightDiff,Value=0.000000))",False,False,None,None
