RowName,OverrideNameTextID,NamePrefixID,OverridePartnerSkillNameTextID,OverridePartnerSkillDescTextID,IsPal,Tribe,BPClass,ZukanIndex,ZukanIndexSuffix,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,Weapon,WeaponEquip,Hp,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,Friendship_HP,Friendship_ShotAttack,Friendship_Defense,Friendship_CraftSpeed,EnemyMaxHPRate,EnemyReceiveDamageRate,EnemyInflictDamageRate,EnemyWazaCoolTimeRate,CaptureRateCorrect,ExpRatio,Price,StatusResistUpRate,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,SwimSpeed,SwimDashSpeed,IsBoss,IsTowerBoss,IsRaidBoss,UseBossHPGauge,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,IgnoreStun,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,CombiDuplicatePriority,IgnoreCombi,MeshCapsuleHalfHeight,MeshCapsuleRadius,MeshRelativeLocation,BestWorkSuitability,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4,FirstDefeatRewardItemID
BOSS_WhiteMoth_Neutral,PAL_NAME_WhiteMoth_Neutral,BOSS_NAME_WhiteMoth_Neutral,None,None,True,WhiteMoth_Neutral,BOSS_WhiteMoth_Neutral,-1,,L,8,Normal,None,Humanoid,None,None,False,138,90,90,100,90,100,2.100000,2.900000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,4188.000000,1.000000,Boss,None,50,100,400,550,250,400,400,True,False,False,True,FieldBoss_Tier_3,False,False,False,350,1.000000,5,25,90,1.000000,False,False,9,False,True,100,50,650,65000,False,240.000000,200.000000,"(X=0.000000,Y=0.000000,Z=-240.000000)",MonsterFarm,0,0,0,0,0,0,0,0,0,3,0,0,4,None,None,None,None,BossDefeatReward_WhiteMoth
BOSS_WhiteTiger,PAL_NAME_WhiteTiger,BOSS_NAME_WhiteTiger,None,None,True,WhiteTiger,BOSS_WhiteTiger,-1,,XL,8,Ice,None,Humanoid,None,None,False,120,140,100,110,100,100,3.000000,2.500000,2.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,3974.000000,1.000000,Boss,None,100,280,720,900,460,100,100,True,False,False,True,FieldBoss_Tier_2,False,False,False,480,1.000000,7,25,90,1.000000,False,False,9,True,True,100,50,1040,104000,False,240.000000,240.000000,"(X=0.000000,Y=0.000000,Z=-240.000000)",Deforest,0,0,0,0,3,0,4,0,0,0,4,4,0,None,None,None,None,None
BOSS_WindChimes,PAL_NAME_Windchimes,BOSS_NAME_WindChimes,None,None,True,WindChimes,BOSS_WindChimes,-1,,M,5,Earth,None,Other,None,None,False,96,70,70,70,100,100,4.200000,3.700000,3.700000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,1082.000000,1.000000,NotInterested,None,50,100,400,550,250,400,400,True,False,False,True,FieldBoss_Tier_5,False,False,False,100,1.000000,1,25,90,1.000000,False,False,9,False,True,100,50,2780,278000,False,160.000000,120.000000,"(X=0.000000,Y=0.000000,Z=-160.000000)",Transport,0,0,0,0,1,1,0,0,0,0,0,2,0,None,None,None,None,None
BOSS_WindChimes_Ice,PAL_NAME_Windchimes_Ice,BOSS_NAME_WindChimes_Ice,None,None,True,WindChimes_Ice,BOSS_WindChimes_Ice,-1,,M,7,Ice,None,Other,None,None,False,96,70,80,70,100,100,4.200000,3.300000,3.700000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,1456.000000,1.000000,NotInterested,None,50,100,400,550,250,400,400,True,False,False,True,FieldBoss_Tier_5,False,False,False,100,1.000000,1,25,90,1.000000,False,False,9,False,True,100,50,2510,251000,False,90.000000,60.000000,"(X=0.000000,Y=0.000000,Z=-90.000000)",Handcraft,0,0,0,0,3,2,0,0,0,0,2,3,0,None,None,None,None,None
BOSS_WizardOwl,PAL_NAME_WizardOwl,BOSS_NAME_WizardOwl,None,None,True,WizardOwl,BOSS_WizardOwl,-1,,M,5,Dark,None,Bird,None,None,False,84,70,70,80,100,100,4.800000,3.700000,3.300000,0.000000,1.000000,0.480000,1.000000,1.000000,0.700000,10.000000,886.000000,1.000000,NotInterested,None,26,70,380,550,225,100,100,True,False,False,True,FieldBoss_Tier_5,False,False,False,100,1.000000,1,25,90,1.000000,False,True,9,False,True,100,50,2940,294000,False,120.000000,120.000000,"(X=10.000000,Y=0.000000,Z=-120.000000)",Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None,None
Boss_WoolFox,PAL_NAME_WoolFox,BOSS_NAME_WoolFox,None,None,True,WoolFox,Boss_WoolFox,-1,,M,5,Normal,None,FourLegged,None,None,False,84,100,70,75,100,100,4.800000,3.700000,3.500000,0.000000,1.000000,0.480000,1.000000,1.000000,0.910000,10.000000,978.000000,1.000000,NotInterested,None,20,40,300,450,170,90,135,True,False,False,True,FieldBoss_Tier_5,False,False,False,100,1.000000,1,25,90,1.000000,False,False,9,False,True,100,50,2890,289000,False,60.000000,35.000000,"(X=0.000000,Y=-0.000000,Z=-61.348000)",MonsterFarm,0,0,0,0,0,1,0,0,0,0,0,0,2,None,None,None,None,None
BOSS_Yeti,PAL_NAME_Yeti,BOSS_NAME_Yeti,None,None,True,Yeti,BOSS_Yeti,-1,,XL,8,Ice,None,Humanoid,None,None,False,168,100,80,100,100,100,0.600000,3.300000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,5182.000000,1.000000,Boss,None,70,100,600,1150,150,180,315,True,False,False,True,FieldBoss_Tier_3,False,False,False,460,1.000000,7,25,90,1.000000,False,False,9,True,True,240,50,830,83000,False,300.000000,250.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Transport,0,0,0,0,3,0,5,0,0,0,5,6,0,Deffence_up2_2,None,None,None,None
BOSS_Yeti_Grass,PAL_NAME_Yeti_Grass,BOSS_NAME_Yeti_Grass,None,None,True,Yeti_Grass,BOSS_Yeti_Grass,-1,,XL,8,Leaf,None,Humanoid,None,None,False,168,100,80,110,100,100,0.600000,3.300000,2.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,5486.000000,1.000000,Boss,None,70,100,600,1150,150,180,315,True,False,False,True,FieldBoss_Tier_3,False,False,False,460,1.000000,7,25,90,1.000000,False,False,9,True,True,240,50,610,61000,False,320.000000,250.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Transport,0,0,3,0,3,0,5,0,0,0,0,6,0,Deffence_up2_2,None,None,None,BossDefeatReward_Yeti_Grass
BOSS_NightLady,PAL_NAME_NightLady,BOSS_NAME_NightLady,None,None,True,NightLady,BOSS_NightLady,-1,,L,8,Dark,None,Humanoid,None,None,False,144,100,150,100,100,100,1.800000,1.000000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,7334.000000,1.000000,Boss,None,100,150,600,800,400,600,600,True,False,False,True,FieldBoss_Tier_1,False,False,False,530,1.000000,7,25,90,1.000000,False,True,9,False,True,100,10,620,62000,True,100.000000,50.000000,"(X=0.000000,Y=0.000000,Z=-100.000000)",Handcraft,0,0,0,0,5,0,0,0,0,5,0,4,0,None,None,None,None,None
BOSS_NightLady_Dark,PAL_NAME_NightLady_Dark,BOSS_NAME_NightLady_Dark,None,None,True,NightLady_Dark,BOSS_NightLady_Dark,-1,,L,8,Dark,None,Humanoid,None,None,False,144,100,150,100,100,100,1.800000,1.000000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,7994.000000,1.000000,Boss,None,100,150,600,800,400,600,600,True,False,False,True,FieldBoss_Tier_1,False,False,False,530,1.000000,7,25,90,1.000000,False,True,9,False,True,100,10,130,13000,True,100.000000,50.000000,"(X=0.000000,Y=0.000000,Z=-100.000000)",ProductMedicine,0,0,0,0,6,0,0,0,0,7,0,4,0,Witch,None,None,None,None
BOSS_MoonQueen,PAL_NAME_MoonQueen,BOSS_NAME_MoonQueen,None,None,True,MoonQueen,BOSS_MoonQueen,-1,,L,8,Dark,Normal,Humanoid,None,None,False,156,100,115,110,100,100,1.200000,1.900000,2.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,8190.000000,1.000000,Boss,None,60,150,1000,1700,275,1000,1000,True,False,False,True,FieldBoss_Tier_1,False,False,False,680,1.000000,9,25,90,1.000000,False,True,9,False,True,300,20,360,36000,True,179.110001,34.000000,"(X=0.000000,Y=0.000000,Z=-171.000000)",Handcraft,0,0,0,0,7,0,0,0,0,6,0,3,0,None,None,None,None,None
BOSS_KendoFrog,PAL_NAME_KendoFrog,BOSS_NAME_KendoFrog,None,None,True,KendoFrog,BOSS_KendoFrog,-1,,S,5,Water,None,Humanoid,None,None,False,96,100,100,85,100,100,4.200000,2.500000,3.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,1168.000000,1.000000,Boss,None,33,66,300,450,300,540,810,True,False,False,True,FieldBoss_Tier_4,False,False,False,150,1.000000,2,25,90,1.000000,False,False,9,False,True,100,50,2600,260000,False,74.269997,62.889999,"(X=0.000000,Y=0.000000,Z=-73.000000)",Watering,0,1,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None,None
BOSS_LeafPrincess,PAL_NAME_LeafPrincess,BOSS_NAME_LeafPrincess,None,None,True,LeafPrincess,BOSS_LeafPrincess,-1,,M,5,Leaf,None,Humanoid,None,None,False,108,100,90,80,100,100,3.600000,2.900000,3.300000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,2522.000000,1.000000,Boss,None,50,100,400,800,250,400,400,True,False,False,True,FieldBoss_Tier_5,False,False,False,300,1.000000,4,25,90,1.000000,False,False,9,False,True,100,30,1990,199000,False,120.720001,37.500000,"(X=0.000000,Y=0.000000,Z=-117.000000)",Seeding,0,0,3,0,3,2,0,0,0,3,0,0,0,None,None,None,None,None
BOSS_MushroomDragon,PAL_NAME_MushroomDragon,BOSS_NAME_MushroomDragon,None,None,True,MushroomDragon,BOSS_MushroomDragon,-1,,M,5,Leaf,None,Humanoid,None,None,False,132,100,80,90,100,100,2.400000,3.300000,2.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,2734.000000,1.000000,Boss,None,50,80,740,1150,-1,222,315,True,False,False,True,FieldBoss_Tier_5,False,False,False,450,1.000000,5,25,90,1.000000,False,False,9,False,True,220,55,1520,152000,False,115.000000,43.500000,"(X=0.000000,Y=0.000000,Z=-115.000000)",MonsterFarm,0,0,3,0,2,3,2,0,0,0,0,0,3,None,None,None,None,None
BOSS_MushroomDragon_Dark,PAL_NAME_MushroomDragon_Dark,BOSS_NAME_MushroomDragon_Dark,None,None,True,MushroomDragon_Dark,BOSS_MushroomDragon_Dark,-1,,M,8,Leaf,Dark,Humanoid,None,None,False,132,100,85,90,100,100,2.400000,3.100000,2.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,2798.000000,1.000000,Boss,None,50,80,740,1150,-1,222,315,True,False,False,True,FieldBoss_Tier_5,False,False,False,450,1.000000,5,25,90,1.000000,False,True,9,False,True,220,50,1450,145000,False,161.000000,60.900002,"(X=-0.000000,Y=0.000000,Z=-157.133000)",Seeding,0,0,3,0,3,3,2,0,0,0,0,0,0,None,None,None,None,None
BOSS_SmallArmadillo,PAL_NAME_SmallArmadillo,BOSS_NAME_SmallArmadillo,None,None,True,SmallArmadillo,BOSS_SmallArmadillo,-1,,S,5,Earth,None,FourLegged,None,None,False,90,100,70,90,100,100,4.500000,3.700000,2.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,2304.000000,1.000000,Boss,None,50,100,800,900,300,100,100,True,False,False,True,FieldBoss_Tier_5,False,False,False,340,1.000000,3,25,90,1.000000,False,False,9,False,True,100,50,2310,231000,False,51.840000,51.840000,"(X=0.000000,Y=0.000000,Z=-48.000000)",Mining,0,0,0,0,0,0,0,1,0,0,0,0,0,None,None,None,None,None
BOSS_FeatherOstrich,PAL_NAME_FeatherOstrich,BOSS_NAME_FeatherOstrich,None,None,True,FeatherOstrich,BOSS_FeatherOstrich,-1,,M,8,Earth,None,Other,None,None,False,114,100,90,80,100,100,3.300000,2.900000,3.300000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,1792.000000,1.000000,Boss,None,80,160,900,1200,-1,270,360,True,False,False,True,FieldBoss_Tier_4,False,False,False,230,1.000000,3,25,90,1.000000,False,False,9,False,True,100,50,2210,221000,False,130.570007,61.689999,"(X=0.000000,Y=0.000000,Z=-34.434000)",Collection,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None,None
BOSS_ScorpionMan,PAL_NAME_ScorpionMan,BOSS_NAME_ScorpionMan,None,None,True,ScorpionMan,BOSS_ScorpionMan,-1,,M,8,Dark,Earth,Humanoid,None,None,False,108,100,110,90,100,100,3.600000,2.100000,2.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,3298.000000,1.000000,Boss,None,90,180,720,-1,-1,50,50,True,False,False,True,FieldBoss_Tier_4,False,False,False,380,1.000000,5,25,90,1.000000,False,True,9,False,True,100,50,1510,151000,False,124.779999,50.430000,"(X=0.000000,Y=0.000000,Z=-131.000000)",Deforest,0,0,0,0,0,2,4,0,0,2,0,0,0,None,None,None,None,None
BOSS_ScorpionMan_Electric,PAL_NAME_ScorpionMan_Electric,BOSS_NAME_ScorpionMan_Electric,None,None,True,ScorpionMan_Electric,BOSS_ScorpionMan_Electric,-1,,M,8,Electricity,Earth,Humanoid,None,None,False,108,100,115,90,100,100,3.600000,1.900000,2.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,3546.000000,1.000000,Boss,None,90,180,720,-1,-1,50,50,True,False,False,True,FieldBoss_Tier_4,False,False,False,380,1.000000,5,25,90,1.000000,False,False,9,False,True,100,50,850,85000,False,124.779999,50.430000,"(X=0.000000,Y=0.000000,Z=-131.000000)",Deforest,0,0,0,3,0,2,4,0,0,2,0,0,0,None,None,None,None,BossDefeatReward_ScorpionMan_Electric
BOSS_WingGolem,PAL_NAME_WingGolem,BOSS_NAME_WingGolem,None,None,True,WingGolem,BOSS_WingGolem,-1,,XL,8,Earth,None,Humanoid,None,None,False,126,100,110,135,100,100,2.700000,2.100000,1.100000,0.000000,1.000000,0.480000,1.000000,1.000000,0.700000,10.000000,7534.000000,1.000000,Boss,None,100,190,550,700,400,190,190,True,False,False,True,FieldBoss_Tier_2,False,False,False,600,1.000000,9,25,90,1.000000,False,False,9,False,True,100,70,260,26000,False,246.000000,100.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Mining,0,0,0,0,0,4,0,7,0,0,0,7,0,Deffence_up2_2,None,None,None,BossDefeatReward_WingGolem
BOSS_WingGolem_Fire,PAL_NAME_WingGolem_Fire,BOSS_NAME_WingGolem_Fire,None,None,True,WingGolem_Fire,BOSS_WingGolem_Fire,-1,,XL,8,Fire,None,Humanoid,None,None,False,126,100,115,135,100,100,2.700000,1.900000,1.100000,0.000000,1.000000,0.480000,1.000000,1.000000,0.700000,10.000000,7790.000000,1.000000,Boss,None,100,190,550,700,400,190,190,True,False,False,True,FieldBoss_Tier_2,False,False,False,600,1.000000,9,25,90,1.000000,False,False,9,False,True,100,70,210,21000,False,246.000000,100.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Mining,5,0,0,0,0,0,0,7,0,0,0,7,0,Deffence_up2_2,None,None,None,BossDefeatReward_WingGolem
BOSS_CandleGhost,PAL_NAME_CandleGhost,BOSS_NAME_CandleGhost,None,None,True,CandleGhost,BOSS_CandleGhost,-1,,L,8,Dark,Fire,Other,None,None,False,126,100,125,90,100,100,2.700000,1.500000,2.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,4082.000000,1.000000,Boss,None,100,250,800,1000,450,800,1000,True,False,False,True,FieldBoss_Tier_4,False,False,False,480,1.000000,7,25,90,1.000000,False,True,9,False,True,100,50,980,98000,False,186.000000,60.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",MonsterFarm,3,0,0,0,3,2,0,3,0,0,0,0,2,None,None,None,None,None
BOSS_GuardianDog,PAL_NAME_GuardianDog,BOSS_NAME_GuardianDog,None,None,True,GuardianDog,BOSS_GuardianDog,-1,,S,5,Normal,None,FourLegged,None,None,False,102,80,85,85,110,100,3.900000,3.100000,3.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,2476.000000,1.000000,Boss,None,70,110,750,1180,165,225,324,True,False,False,True,FieldBoss_Tier_4,False,False,False,270,1.000000,3,25,90,1.000000,False,False,9,False,True,140,50,2230,223000,False,72.790001,42.049999,"(X=0.000000,Y=0.000000,Z=-72.000000)",Collection,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None,None
BOSS_SifuDog,PAL_NAME_SifuDog,BOSS_NAME_SifuDog,None,None,True,SifuDog,BOSS_SifuDog,-1,,M,8,Normal,None,Humanoid,None,None,False,108,100,100,100,100,100,3.600000,2.500000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,3366.000000,1.000000,Boss,None,45,75,300,550,187,300,300,True,False,False,True,FieldBoss_Tier_3,False,False,False,380,1.000000,5,25,90,1.000000,False,False,9,False,True,100,50,1460,146000,False,148.270004,49.290001,"(X=0.000000,Y=0.000000,Z=-137.000000)",Handcraft,0,0,0,0,4,3,3,0,0,2,0,3,0,None,None,None,None,None
BOSS_MimicDog,PAL_NAME_MimicDog,BOSS_NAME_MimicDog,None,None,True,MimicDog,BOSS_MimicDog,-1,,M,8,Normal,None,FourLegged,None,None,False,72,100,60,130,100,100,5.400000,4.100000,1.300000,0.000000,1.000000,0.240000,1.000000,1.000000,0.560000,30.000000,7000.000000,1.000000,Boss,None,40,80,2000,-1,450,600,0,True,False,False,True,FieldBoss_Tier_2,False,False,False,230,1.000000,3,25,90,1.000000,False,False,9,False,True,100,80,1740,174000,False,68.410004,45.400002,"(X=0.000000,Y=0.000000,Z=-72.000000)",Transport,0,0,0,0,0,1,0,0,0,0,0,2,0,None,None,None,None,None
BOSS_DarkAlien,PAL_NAME_DarkAlien,BOSS_NAME_DarkAlien,None,None,True,DarkAlien,BOSS_DarkAlien,-1,,M,8,Dark,None,Humanoid,None,None,False,108,100,125,85,100,100,3.600000,1.500000,3.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,3086.000000,1.000000,Boss,None,125,245,550,700,400,990,1260,True,False,False,True,FieldBoss_Tier_3,False,False,False,280,1.000000,4,25,90,1.000000,False,True,9,True,True,100,50,1820,182000,True,144.259995,62.599998,"(X=0.000000,Y=0.000000,Z=-36.739000)",Deforest,0,0,0,0,0,0,3,0,0,0,0,2,0,Alien,None,None,None,None
BOSS_WhiteAlienDragon,PAL_NAME_WhiteAlienDragon,BOSS_NAME_WhiteAlienDragon,None,None,True,WhiteAlienDragon,BOSS_WhiteAlienDragon,-1,,XL,8,Dragon,None,FourLegged,None,None,False,132,100,120,130,100,100,2.400000,1.700000,1.300000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,5690.000000,1.000000,Boss,None,115,230,790,1200,500,237,360,True,False,False,True,FieldBoss_Tier_2,False,False,False,470,1.000000,7,25,90,1.000000,False,False,9,True,True,250,50,990,99000,True,197.210007,174.460007,"(X=-0.000000,Y=-0.000000,Z=-30.000000)",Mining,0,0,0,0,0,0,0,4,0,0,0,0,0,Alien,None,None,None,None
BOSS_VolcanoDragon,PAL_NAME_VolcanoDragon,BOSS_NAME_VolcanoDragon,None,None,True,VolcanoDragon,BOSS_VolcanoDragon,-1,,XL,8,Fire,Earth,FourLegged,None,None,False,132,100,125,115,100,100,2.400000,1.500000,1.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,5822.000000,1.000000,Boss,None,55,220,340,776,-1,220,220,True,False,False,True,FieldBoss_Tier_2,False,False,False,530,1.000000,8,25,90,1.000000,False,False,9,True,True,270,50,750,75000,False,0.000000,0.000000,"(X=0.000000,Y=0.000000,Z=0.000000)",EmitFlame,5,0,0,0,0,0,0,5,0,0,0,0,0,None,None,None,None,BossDefeatReward_VolcanoDragon
BOSS_VolcanoDragon_Ice,PAL_NAME_VolcanoDragon_Ice,BOSS_NAME_VolcanoDragon_Ice,None,None,True,VolcanoDragon_Ice,BOSS_VolcanoDragon_Ice,-1,,XL,8,Ice,Earth,FourLegged,None,None,False,132,100,125,120,100,100,2.400000,1.500000,1.700000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,6656.000000,1.000000,Boss,None,55,220,340,776,-1,220,220,True,False,False,True,FieldBoss_Tier_2,False,False,False,530,1.000000,8,25,90,1.000000,False,False,9,True,True,270,50,380,38000,False,0.000000,0.000000,"(X=0.000000,Y=0.000000,Z=0.000000)",Mining,0,0,0,0,0,0,0,5,0,0,5,0,0,None,None,None,None,BossDefeatReward_VolcanoDragon_Ice
BOSS_DarkMechaDragon,PAL_NAME_DarkMechaDragon,BOSS_NAME_DarkMechaDragon,None,None,True,DarkMechaDragon,BOSS_DarkMechaDragon,-1,,XL,8,Dark,Dragon,Bird,None,None,False,156,100,120,120,100,100,1.200000,1.700000,1.700000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,7244.000000,1.000000,Boss,None,100,200,550,660,-1,200,200,True,False,False,True,FieldBoss_Tier_1,False,False,False,570,1.000000,8,25,90,1.000000,False,True,9,True,True,300,50,400,40000,True,190.539993,80.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Collection,0,0,0,0,0,2,0,0,0,0,0,0,0,Invader,Alien,None,None,None
BOSS_GhostRabbit,PAL_NAME_GhostRabbit,BOSS_NAME_GhostRabbit,None,None,True,GhostRabbit,BOSS_GhostRabbit,-1,,M,8,Dark,None,Humanoid,None,None,False,126,100,95,105,100,100,2.700000,2.700000,2.300000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,5188.000000,1.000000,Boss,None,70,130,380,500,180,380,380,True,False,False,True,FieldBoss_Tier_4,False,False,False,510,1.000000,6,25,90,1.000000,False,True,9,False,True,100,40,1230,123000,False,110.709999,34.000000,"(X=0.000000,Y=0.000000,Z=-110.708000)",Handcraft,0,0,0,0,4,0,0,0,0,0,0,2,0,None,None,None,None,BossDefeatReward_GhostRabbit
BOSS_GhostRabbit_Grass,PAL_NAME_GhostRabbit_Grass,BOSS_NAME_GhostRabbit_Grass,None,None,True,GhostRabbit_Grass,BOSS_GhostRabbit_Grass,-1,,M,8,Leaf,None,Humanoid,None,None,False,132,100,95,105,100,100,2.400000,2.700000,2.300000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,4268.000000,1.000000,Boss,None,70,130,380,500,180,380,380,True,False,False,True,FieldBoss_Tier_4,False,False,False,510,1.000000,6,25,90,1.000000,False,False,9,False,True,100,40,1320,132000,False,110.709999,34.000000,"(X=0.000000,Y=0.000000,Z=-110.708000)",Handcraft,0,0,3,0,4,0,0,0,0,0,0,2,0,None,None,None,None,BossDefeatReward_GhostRabbit
BOSS_NightBlueHorse,PAL_NAME_NightBlueHorse,BOSS_NAME_NightBlueHorse,None,None,True,NightBlueHorse,BOSS_NightBlueHorse,-1,,L,8,Dark,None,FourLegged,None,None,False,132,100,100,100,100,100,2.400000,2.500000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,4028.000000,1.000000,Boss,None,150,150,900,1250,-1,270,375,True,False,False,True,FieldBoss_Tier_3,False,False,False,440,1.000000,6,25,90,1.000000,False,True,9,False,True,230,50,1150,115000,False,136.789993,40.000000,"(X=0.000000,Y=0.000000,Z=-136.791000)",Collection,0,0,0,0,0,5,0,0,0,0,0,0,0,None,None,None,None,BossDefeatReward_NightBlueHorse
BOSS_NightBlueHorse_Neutral,PAL_NAME_NightBlueHorse_Neutral,BOSS_NAME_NightBlueHorse_Neutral,None,None,True,NightBlueHorse_Neutral,BOSS_NightBlueHorse_Neutral,-1,,L,8,Normal,None,FourLegged,None,None,False,132,100,105,100,100,100,2.400000,2.300000,2.500000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,5028.000000,1.000000,Boss,None,150,150,900,1250,-1,270,375,True,False,False,True,FieldBoss_Tier_3,False,False,False,440,1.000000,6,25,90,1.000000,False,False,9,False,True,230,50,430,43000,False,136.789993,40.000000,"(X=0.000000,Y=0.000000,Z=-136.791000)",Collection,0,0,0,0,0,7,0,0,0,0,0,0,0,None,None,None,None,BossDefeatReward_NightBlueHorse
BOSS_WhiteShieldDragon,PAL_NAME_WhiteShieldDragon,BOSS_NAME_WhiteShieldDragon,None,None,True,WhiteShieldDragon,BOSS_WhiteShieldDragon,-1,,XL,8,Dragon,None,FourLegged,None,None,False,144,100,110,115,100,100,1.800000,2.100000,1.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,7420.000000,1.000000,Boss,None,90,150,700,1150,-1,210,315,True,False,False,True,FieldBoss_Tier_2,False,False,False,600,1.000000,8,25,90,1.000000,False,False,9,False,True,280,50,560,56000,False,281.519989,100.000000,"(X=0.000000,Y=0.000000,Z=-281.519000)",Deforest,0,0,0,0,0,0,6,0,0,0,0,0,0,Deffence_up2_2,None,None,None,BossDefeatReward_WhiteShieldDragon
BOSS_BlackPuppy,PAL_NAME_BlackPuppy,BOSS_NAME_BlackPuppy,None,None,True,BlackPuppy,BOSS_BlackPuppy,-1,,S,5,Dark,None,FourLegged,None,None,False,102,100,90,85,100,100,3.900000,2.900000,3.100000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,3684.000000,1.000000,Boss,None,40,80,550,700,-1,100,100,True,False,False,True,FieldBoss_Tier_4,False,False,False,170,1.000000,3,25,90,1.000000,False,True,9,False,True,100,50,1760,176000,False,58.709999,20.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Collection,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None,BossDefeatReward_BlackPuppy
BOSS_BlackPuppy_Ice,PAL_NAME_BlackPuppy_Ice,BOSS_NAME_BlackPuppy_Ice,None,None,True,BlackPuppy_Ice,BOSS_BlackPuppy_Ice,-1,,S,5,Dark,Ice,FourLegged,None,None,False,102,100,90,90,100,100,3.900000,2.900000,2.900000,0.000000,1.000000,0.240000,1.000000,1.000000,0.700000,10.000000,3256.000000,1.000000,Boss,None,40,80,550,700,-1,100,100,True,False,False,True,FieldBoss_Tier_4,False,False,False,170,1.000000,3,25,90,1.000000,False,True,9,False,True,100,50,1610,161000,False,58.709999,20.000000,"(X=0.000000,Y=0.000000,Z=-30.000000)",Collection,0,0,0,0,0,2,0,0,0,0,2,0,0,None,None,None,None,BossDefeatReward_BlackPuppy
