RowName,PalId,WazaID,Level
LizardMan_Oilrig001,LizardMan_Oilrig,PoisonShot,1
LizardMan_Oilrig007,LizardMan_Oilrig,DarkBall,7
LizardMan_Oilrig015,LizardMan_Oilrig,DarkWave,15
LizardMan_Oilrig022,LizardMan_Oilrig,GhostFlame,22
LizardMan_Oilrig030,LizardMan_Oilrig,ShadowBall,30
LizardMan_Oilrig040,LizardMan_Oilrig,Flamethrower,40
LizardMan_Oilrig050,LizardMan_Oilrig,DarkLaser,50
LizardMan_Oilrig070,LizardMan_Oilrig,DarkLegion,70
LizardMan_Fire001,LizardMan_Fire,FireBlast,1
LizardMan_Fire007,LizardMan_Fire,PoisonShot,7
LizardMan_Fire015,LizardMan_Fire,FireSeed,15
LizardMan_Fire022,LizardMan_Fire,Flamethrower,22
LizardMan_Fire030,LizardMan_Fire,FlareTornado,30
LizardMan_Fire040,LizardMan_Fire,Inferno,40
LizardMan_Fire050,LizardMan_Fire,FireBall,50
LizardMan_Fire070,LizardMan_Fire,ThunderStorm,70
BOSS_LizardMan_Fire001,BOSS_LizardMan_Fire,FireBlast,1
BOSS_LizardMan_Fire007,BOSS_LizardMan_Fire,PoisonShot,7
BOSS_LizardMan_Fire015,BOSS_LizardMan_Fire,FireSeed,15
BOSS_LizardMan_Fire022,BOSS_LizardMan_Fire,Flamethrower,22
BOSS_LizardMan_Fire030,BOSS_LizardMan_Fire,FlareTornado,30
BOSS_LizardMan_Fire040,BOSS_LizardMan_Fire,Inferno,40
BOSS_LizardMan_Fire050,BOSS_LizardMan_Fire,FireBall,50
BOSS_LizardMan_Fire070,BOSS_LizardMan_Fire,ThunderStorm,70
BluePlatypus001,BluePlatypus,WaterGun,1
BluePlatypus007,BluePlatypus,PowerShot,7
BluePlatypus015,BluePlatypus,AquaJet,15
BluePlatypus022,BluePlatypus,IceMissile,22
BluePlatypus030,BluePlatypus,BubbleShot,30
BluePlatypus040,BluePlatypus,WaterBall,40
BluePlatypus050,BluePlatypus,HydroPump,50
BluePlatypus070,BluePlatypus,SeaGush,70
BOSS_BluePlatypus001,BOSS_BluePlatypus,WaterGun,1
BOSS_BluePlatypus007,BOSS_BluePlatypus,PowerShot,7
BOSS_BluePlatypus015,BOSS_BluePlatypus,AquaJet,15
BOSS_BluePlatypus022,BOSS_BluePlatypus,IceMissile,22
BOSS_BluePlatypus030,BOSS_BluePlatypus,BubbleShot,30
BOSS_BluePlatypus040,BOSS_BluePlatypus,WaterBall,40
BOSS_BluePlatypus050,BOSS_BluePlatypus,HydroPump,50
BOSS_BluePlatypus070,BOSS_BluePlatypus,SeaGush,70
BluePlatypus_Fire001,BluePlatypus_Fire,FireBlast,1
BluePlatypus_Fire007,BluePlatypus_Fire,FireSeed,7
BluePlatypus_Fire015,BluePlatypus_Fire,BubbleShot,15
BluePlatypus_Fire022,BluePlatypus_Fire,Flamethrower,22
BluePlatypus_Fire030,BluePlatypus_Fire,FlameWall,30
BluePlatypus_Fire040,BluePlatypus_Fire,HydroSlicer,40
BluePlatypus_Fire050,BluePlatypus_Fire,Eruption,50
BluePlatypus_Fire070,BluePlatypus_Fire,FireBall,70
BOSS_BluePlatypus_Fire001,BOSS_BluePlatypus_Fire,FireBlast,1
BOSS_BluePlatypus_Fire007,BOSS_BluePlatypus_Fire,FireSeed,7
BOSS_BluePlatypus_Fire015,BOSS_BluePlatypus_Fire,BubbleShot,15
BOSS_BluePlatypus_Fire022,BOSS_BluePlatypus_Fire,Flamethrower,22
BOSS_BluePlatypus_Fire030,BOSS_BluePlatypus_Fire,FlameWall,30
BOSS_BluePlatypus_Fire040,BOSS_BluePlatypus_Fire,HydroSlicer,40
BOSS_BluePlatypus_Fire050,BOSS_BluePlatypus_Fire,Eruption,50
BOSS_BluePlatypus_Fire070,BOSS_BluePlatypus_Fire,FireBall,70
BlackMetalDragon001,BlackMetalDragon,DragonCanon,1
BlackMetalDragon007,BlackMetalDragon,GhostFlame,7
BlackMetalDragon015,BlackMetalDragon,DragonWave,15
BlackMetalDragon022,BlackMetalDragon,ShadowBall,22
BlackMetalDragon030,BlackMetalDragon,DragonBreath,30
BlackMetalDragon035,BlackMetalDragon,Unique_BlackMetalDragon_FirePunch,35
BlackMetalDragon040,BlackMetalDragon,DarkLaser,40
BlackMetalDragon050,BlackMetalDragon,DragonMeteor,50
BlackMetalDragon070,BlackMetalDragon,DarkLegion,70
BOSS_BlackMetalDragon001,BOSS_BlackMetalDragon,DragonCanon,1
BOSS_BlackMetalDragon007,BOSS_BlackMetalDragon,GhostFlame,7
BOSS_BlackMetalDragon015,BOSS_BlackMetalDragon,DragonWave,15
BOSS_BlackMetalDragon022,BOSS_BlackMetalDragon,ShadowBall,22
BOSS_BlackMetalDragon030,BOSS_BlackMetalDragon,DragonBreath,30
BOSS_BlackMetalDragon035,BOSS_BlackMetalDragon,Unique_BlackMetalDragon_FirePunch,35
BOSS_BlackMetalDragon040,BOSS_BlackMetalDragon,DarkLaser,40
BOSS_BlackMetalDragon050,BOSS_BlackMetalDragon,DragonMeteor,50
BOSS_BlackMetalDragon070,BOSS_BlackMetalDragon,DarkLegion,70
BirdDragon001,BirdDragon,AirCanon,1
BirdDragon007,BirdDragon,FireBlast,7
BirdDragon015,BirdDragon,FireSeed,15
BirdDragon022,BirdDragon,Flamethrower,22
BirdDragon026,BirdDragon,Unique_BirdDragon_FireBreath,26
BirdDragon030,BirdDragon,ShadowBall,30
BirdDragon040,BirdDragon,FireBall,40
BirdDragon050,BirdDragon,DarkLaser,50
BirdDragon070,BirdDragon,DarkLegion,70
BOSS_BirdDragon001,BOSS_BirdDragon,AirCanon,1
BOSS_BirdDragon007,BOSS_BirdDragon,FireBlast,7
BOSS_BirdDragon015,BOSS_BirdDragon,FireSeed,15
BOSS_BirdDragon022,BOSS_BirdDragon,Flamethrower,22
BOSS_BirdDragon026,BOSS_BirdDragon,Unique_BirdDragon_FireBreath,26
BOSS_BirdDragon030,BOSS_BirdDragon,ShadowBall,30
BOSS_BirdDragon040,BOSS_BirdDragon,FireBall,40
BOSS_BirdDragon050,BOSS_BirdDragon,DarkLaser,50
BOSS_BirdDragon070,BOSS_BirdDragon,DarkLegion,70
PREDATOR_BirdDragon001,PREDATOR_BirdDragon,AirCanon,1
PREDATOR_BirdDragon007,PREDATOR_BirdDragon,FireBlast,7
PREDATOR_BirdDragon010,PREDATOR_BirdDragon,PredatorWave,10
PREDATOR_BirdDragon015,PREDATOR_BirdDragon,FireSeed,15
PREDATOR_BirdDragon020,PREDATOR_BirdDragon,PredatorLockon,20
PREDATOR_BirdDragon022,PREDATOR_BirdDragon,Flamethrower,22
PREDATOR_BirdDragon026,PREDATOR_BirdDragon,Unique_BirdDragon_FireBreath,26
PREDATOR_BirdDragon029,PREDATOR_BirdDragon,ShadowBall,29
PREDATOR_BirdDragon030,PREDATOR_BirdDragon,PredatorBeam,30
PREDATOR_BirdDragon040,PREDATOR_BirdDragon,FireBall,40
PREDATOR_BirdDragon070,PREDATOR_BirdDragon,DarkLegion,70
BirdDragon_Ice001,BirdDragon_Ice,AirCanon,1
BirdDragon_Ice007,BirdDragon_Ice,IceMissile,7
BirdDragon_Ice015,BirdDragon_Ice,IceBlade,15
BirdDragon_Ice022,BirdDragon_Ice,FrostBreath,22
BirdDragon_Ice026,BirdDragon_Ice,Unique_BirdDragon_Ice_IceBreath,26
BirdDragon_Ice030,BirdDragon_Ice,ShadowBall,30
BirdDragon_Ice040,BirdDragon_Ice,IcicleThrow,40
BirdDragon_Ice050,BirdDragon_Ice,DarkLaser,50
BirdDragon_Ice070,BirdDragon_Ice,DiamondFall,70
BOSS_BirdDragon_Ice001,BOSS_BirdDragon_Ice,AirCanon,1
BOSS_BirdDragon_Ice007,BOSS_BirdDragon_Ice,IceMissile,7
BOSS_BirdDragon_Ice015,BOSS_BirdDragon_Ice,IceBlade,15
BOSS_BirdDragon_Ice022,BOSS_BirdDragon_Ice,FrostBreath,22
BOSS_BirdDragon_Ice026,BOSS_BirdDragon_Ice,Unique_BirdDragon_Ice_IceBreath,26
BOSS_BirdDragon_Ice030,BOSS_BirdDragon_Ice,ShadowBall,30
BOSS_BirdDragon_Ice040,BOSS_BirdDragon_Ice,IcicleThrow,40
BOSS_BirdDragon_Ice050,BOSS_BirdDragon_Ice,DarkLaser,50
BOSS_BirdDragon_Ice070,BOSS_BirdDragon_Ice,DiamondFall,70
FlowerDinosaur001,FlowerDinosaur,WindCutter,1
FlowerDinosaur007,FlowerDinosaur,Unique_FlowerDinosaur_Whip,7
FlowerDinosaur015,FlowerDinosaur,DragonWave,15
FlowerDinosaur022,FlowerDinosaur,SeedMine,22
FlowerDinosaur030,FlowerDinosaur,DragonBreath,30
FlowerDinosaur040,FlowerDinosaur,RootAttack,40
FlowerDinosaur050,FlowerDinosaur,SolarBeam,50
FlowerDinosaur070,FlowerDinosaur,WindBurst,70
BOSS_FlowerDinosaur001,BOSS_FlowerDinosaur,WindCutter,1
BOSS_FlowerDinosaur007,BOSS_FlowerDinosaur,Unique_FlowerDinosaur_Whip,7
BOSS_FlowerDinosaur015,BOSS_FlowerDinosaur,DragonWave,15
BOSS_FlowerDinosaur022,BOSS_FlowerDinosaur,SeedMine,22
BOSS_FlowerDinosaur030,BOSS_FlowerDinosaur,DragonBreath,30
BOSS_FlowerDinosaur040,BOSS_FlowerDinosaur,RootAttack,40
BOSS_FlowerDinosaur050,BOSS_FlowerDinosaur,SolarBeam,50
BOSS_FlowerDinosaur070,BOSS_FlowerDinosaur,WindBurst,70
PREDATOR_FlowerDinosaur001,PREDATOR_FlowerDinosaur,WindCutter,1
PREDATOR_FlowerDinosaur007,PREDATOR_FlowerDinosaur,Unique_FlowerDinosaur_Whip,7
PREDATOR_FlowerDinosaur010,PREDATOR_FlowerDinosaur,PredatorWave,10
PREDATOR_FlowerDinosaur015,PREDATOR_FlowerDinosaur,DragonWave,15
PREDATOR_FlowerDinosaur020,PREDATOR_FlowerDinosaur,PredatorLockon,20
PREDATOR_FlowerDinosaur022,PREDATOR_FlowerDinosaur,SeedMine,22
PREDATOR_FlowerDinosaur029,PREDATOR_FlowerDinosaur,DragonBreath,29
PREDATOR_FlowerDinosaur030,PREDATOR_FlowerDinosaur,PredatorBeam,30
PREDATOR_FlowerDinosaur040,PREDATOR_FlowerDinosaur,RootAttack,40
PREDATOR_FlowerDinosaur070,PREDATOR_FlowerDinosaur,WindBurst,70
FlowerDinosaur_Electric001,FlowerDinosaur_Electric,ElecWave,1
FlowerDinosaur_Electric007,FlowerDinosaur_Electric,ThunderFunnel,7
FlowerDinosaur_Electric015,FlowerDinosaur_Electric,Unique_FlowerDinosaur_Whip,15
FlowerDinosaur_Electric022,FlowerDinosaur_Electric,DragonBreath,22
FlowerDinosaur_Electric030,FlowerDinosaur_Electric,ThreeThunder,30
FlowerDinosaur_Electric035,FlowerDinosaur_Electric,Unique_FlowerDinosaur_Electric_ThunderWhip,35
FlowerDinosaur_Electric040,FlowerDinosaur_Electric,LightningStrike,40
FlowerDinosaur_Electric050,FlowerDinosaur_Electric,Thunderbolt,50
FlowerDinosaur_Electric070,FlowerDinosaur_Electric,ThunderStorm,70
BOSS_FlowerDinosaur_Electric001,BOSS_FlowerDinosaur_Electric,ElecWave,1
BOSS_FlowerDinosaur_Electric007,BOSS_FlowerDinosaur_Electric,ThunderFunnel,7
BOSS_FlowerDinosaur_Electric015,BOSS_FlowerDinosaur_Electric,Unique_FlowerDinosaur_Whip,15
BOSS_FlowerDinosaur_Electric022,BOSS_FlowerDinosaur_Electric,DragonBreath,22
BOSS_FlowerDinosaur_Electric030,BOSS_FlowerDinosaur_Electric,ThreeThunder,30
BOSS_FlowerDinosaur_Electric035,BOSS_FlowerDinosaur_Electric,Unique_FlowerDinosaur_Electric_ThunderWhip,35
BOSS_FlowerDinosaur_Electric040,BOSS_FlowerDinosaur_Electric,LightningStrike,40
BOSS_FlowerDinosaur_Electric050,BOSS_FlowerDinosaur_Electric,Thunderbolt,50
BOSS_FlowerDinosaur_Electric070,BOSS_FlowerDinosaur_Electric,ThunderStorm,70
ElecCat001,ElecCat,SpreadPulse,1
ElecCat007,ElecCat,MudShot,7
ElecCat015,ElecCat,ElecWave,15
ElecCat022,ElecCat,ThunderBall,22
ElecCat030,ElecCat,ThreeThunder,30
ElecCat040,ElecCat,LineThunder,40
ElecCat050,ElecCat,Thunderbolt,50
ElecCat070,ElecCat,Railbolt,70
BOSS_ElecCat001,BOSS_ElecCat,SpreadPulse,1
BOSS_ElecCat007,BOSS_ElecCat,MudShot,7
BOSS_ElecCat015,BOSS_ElecCat,ElecWave,15
BOSS_ElecCat022,BOSS_ElecCat,ThunderBall,22
BOSS_ElecCat030,BOSS_ElecCat,ThreeThunder,30
BOSS_ElecCat040,BOSS_ElecCat,LineThunder,40
BOSS_ElecCat050,BOSS_ElecCat,Thunderbolt,50
BOSS_ElecCat070,BOSS_ElecCat,Railbolt,70
ThunderDog001,ThunderDog,Unique_ThunderDog_BiteV2,1
ThunderDog002,ThunderDog,Unique_ThunderDog_Bite,2
ThunderDog003,ThunderDog,MudShot,3
ThunderDog007,ThunderDog,ElecWave,7
ThunderDog015,ThunderDog,SpreadPulse,15
ThunderDog022,ThunderDog,StoneShotgun,22
ThunderDog026,ThunderDog,Unique_ThunderDog_InazumaShorai,26
ThunderDog030,ThunderDog,ThunderBall,30
ThunderDog040,ThunderDog,LineThunder,40
ThunderDog050,ThunderDog,Thunderbolt,50
ThunderDog070,ThunderDog,ThunderStorm,70
BOSS_ThunderDog001,BOSS_ThunderDog,Unique_ThunderDog_BiteV2,1
BOSS_ThunderDog002,BOSS_ThunderDog,Unique_ThunderDog_Bite,2
BOSS_ThunderDog003,BOSS_ThunderDog,MudShot,3
BOSS_ThunderDog007,BOSS_ThunderDog,ElecWave,7
BOSS_ThunderDog015,BOSS_ThunderDog,SpreadPulse,15
BOSS_ThunderDog022,BOSS_ThunderDog,StoneShotgun,22
BOSS_ThunderDog026,BOSS_ThunderDog,Unique_ThunderDog_InazumaShorai,26
BOSS_ThunderDog030,BOSS_ThunderDog,ThunderBall,30
BOSS_ThunderDog040,BOSS_ThunderDog,LineThunder,40
BOSS_ThunderDog050,BOSS_ThunderDog,Thunderbolt,50
BOSS_ThunderDog070,BOSS_ThunderDog,ThunderStorm,70
PREDATOR_ThunderDog001,PREDATOR_ThunderDog,Unique_ThunderDog_BiteV2,1
PREDATOR_ThunderDog002,PREDATOR_ThunderDog,Unique_ThunderDog_Bite,2
PREDATOR_ThunderDog010,PREDATOR_ThunderDog,PredatorWave,10
PREDATOR_ThunderDog015,PREDATOR_ThunderDog,SpreadPulse,15
PREDATOR_ThunderDog020,PREDATOR_ThunderDog,PredatorLockon,20
PREDATOR_ThunderDog022,PREDATOR_ThunderDog,StoneShotgun,22
PREDATOR_ThunderDog026,PREDATOR_ThunderDog,Unique_ThunderDog_InazumaShorai,26
PREDATOR_ThunderDog029,PREDATOR_ThunderDog,ThunderBall,29
PREDATOR_ThunderDog030,PREDATOR_ThunderDog,PredatorBeam,30
PREDATOR_ThunderDog040,PREDATOR_ThunderDog,LineThunder,40
PREDATOR_ThunderDog070,PREDATOR_ThunderDog,ThunderStorm,70
ThunderDog_Ice001,ThunderDog_Ice,Unique_ThunderDog_Ice_BiteV2,1
ThunderDog_Ice002,ThunderDog_Ice,Unique_ThunderDog_Ice_Bite,2
ThunderDog_Ice003,ThunderDog_Ice,MudShot,3
ThunderDog_Ice007,ThunderDog_Ice,IceBlade,7
ThunderDog_Ice015,ThunderDog_Ice,BlizzardLance,15
ThunderDog_Ice022,ThunderDog_Ice,FrostBreath,22
ThunderDog_Ice030,ThunderDog_Ice,Unique_ThunderDog_Ice_KoriShorai,30
ThunderDog_Ice040,ThunderDog_Ice,IcicleLine,40
ThunderDog_Ice050,ThunderDog_Ice,IcicleThrow,50
ThunderDog_Ice070,ThunderDog_Ice,DiamondFall,70
BOSS_ThunderDog_Ice001,BOSS_ThunderDog_Ice,Unique_ThunderDog_Ice_BiteV2,1
BOSS_ThunderDog_Ice002,BOSS_ThunderDog_Ice,Unique_ThunderDog_Ice_Bite,2
BOSS_ThunderDog_Ice003,BOSS_ThunderDog_Ice,MudShot,3
BOSS_ThunderDog_Ice007,BOSS_ThunderDog_Ice,IceBlade,7
BOSS_ThunderDog_Ice015,BOSS_ThunderDog_Ice,BlizzardLance,15
BOSS_ThunderDog_Ice022,BOSS_ThunderDog_Ice,FrostBreath,22
BOSS_ThunderDog_Ice030,BOSS_ThunderDog_Ice,Unique_ThunderDog_Ice_KoriShorai,30
BOSS_ThunderDog_Ice040,BOSS_ThunderDog_Ice,IcicleLine,40
BOSS_ThunderDog_Ice050,BOSS_ThunderDog_Ice,IcicleThrow,50
BOSS_ThunderDog_Ice070,BOSS_ThunderDog_Ice,DiamondFall,70
IceHorse001,IceHorse,AirCanon,1
IceHorse007,IceHorse,IceMissile,7
IceHorse015,IceHorse,IceBlade,15
IceHorse022,IceHorse,BlizzardLance,22
IceHorse030,IceHorse,Unique_IceHorse_IceBladeAttack,30
IceHorse040,IceHorse,FrostBreath,40
IceHorse050,IceHorse,IcicleThrow,50
IceHorse055,IceHorse,HolyBlast,55
IceHorse060,IceHorse,DoubleIcicleThrow,60
IceHorse070,IceHorse,IceAge,70
BOSS_IceHorse001,BOSS_IceHorse,AirCanon,1
BOSS_IceHorse007,BOSS_IceHorse,IceMissile,7
BOSS_IceHorse015,BOSS_IceHorse,IceBlade,15
BOSS_IceHorse022,BOSS_IceHorse,BlizzardLance,22
BOSS_IceHorse030,BOSS_IceHorse,Unique_IceHorse_IceBladeAttack,30
BOSS_IceHorse040,BOSS_IceHorse,FrostBreath,40
BOSS_IceHorse050,BOSS_IceHorse,IcicleThrow,50
BOSS_IceHorse055,BOSS_IceHorse,HolyBlast,55
BOSS_IceHorse060,BOSS_IceHorse,DoubleIcicleThrow,60
BOSS_IceHorse070,BOSS_IceHorse,IceAge,70
IceHorse_Dark001,IceHorse_Dark,AirCanon,1
IceHorse_Dark007,IceHorse_Dark,DarkBall,7
IceHorse_Dark015,IceHorse_Dark,DarkWave,15
IceHorse_Dark022,IceHorse_Dark,GhostFlame,22
IceHorse_Dark030,IceHorse_Dark,Unique_IceHorse_IceBladeAttack,30
IceHorse_Dark040,IceHorse_Dark,ShadowBall,40
IceHorse_Dark045,IceHorse_Dark,Unique_IceHorse_Dark_DarkBladeAttack,45
IceHorse_Dark050,IceHorse_Dark,DarkLaser,50
IceHorse_Dark055,IceHorse_Dark,DoubleIcicleThrow,55
IceHorse_Dark060,IceHorse_Dark,DarkLegion,60
IceHorse_Dark070,IceHorse_Dark,IceAge,70
BOSS_IceHorse_Dark001,BOSS_IceHorse_Dark,AirCanon,1
BOSS_IceHorse_Dark007,BOSS_IceHorse_Dark,DarkBall,7
BOSS_IceHorse_Dark015,BOSS_IceHorse_Dark,DarkWave,15
BOSS_IceHorse_Dark022,BOSS_IceHorse_Dark,GhostFlame,22
BOSS_IceHorse_Dark030,BOSS_IceHorse_Dark,Unique_IceHorse_IceBladeAttack,30
BOSS_IceHorse_Dark040,BOSS_IceHorse_Dark,ShadowBall,40
BOSS_IceHorse_Dark045,BOSS_IceHorse_Dark,Unique_IceHorse_Dark_DarkBladeAttack,45
BOSS_IceHorse_Dark050,BOSS_IceHorse_Dark,DarkLaser,50
BOSS_IceHorse_Dark055,BOSS_IceHorse_Dark,DoubleIcicleThrow,55
BOSS_IceHorse_Dark060,BOSS_IceHorse_Dark,DarkLegion,60
BOSS_IceHorse_Dark070,BOSS_IceHorse_Dark,IceAge,70
GrassMammoth001,GrassMammoth,MudShot,1
GrassMammoth007,GrassMammoth,SeedMachinegun,7
GrassMammoth015,GrassMammoth,PowerBall,15
GrassMammoth022,GrassMammoth,GrassTornado,22
GrassMammoth030,GrassMammoth,Unique_Grassmammoth_Earthquake,30
GrassMammoth040,GrassMammoth,RootAttack,40
GrassMammoth050,GrassMammoth,SolarBeam,50
GrassMammoth070,GrassMammoth,WindBurst,70
BOSS_GrassMammoth001,BOSS_GrassMammoth,MudShot,1
BOSS_GrassMammoth007,BOSS_GrassMammoth,SeedMachinegun,7
BOSS_GrassMammoth015,BOSS_GrassMammoth,PowerBall,15
BOSS_GrassMammoth022,BOSS_GrassMammoth,GrassTornado,22
BOSS_GrassMammoth030,BOSS_GrassMammoth,Unique_Grassmammoth_Earthquake,30
BOSS_GrassMammoth040,BOSS_GrassMammoth,RootAttack,40
BOSS_GrassMammoth050,BOSS_GrassMammoth,SolarBeam,50
BOSS_GrassMammoth070,BOSS_GrassMammoth,WindBurst,70
GrassMammoth_Ice001,GrassMammoth_Ice,ThrowRock,1
GrassMammoth_Ice007,GrassMammoth_Ice,IceBlade,7
GrassMammoth_Ice015,GrassMammoth_Ice,PowerBall,15
GrassMammoth_Ice022,GrassMammoth_Ice,BlizzardLance,22
GrassMammoth_Ice030,GrassMammoth_Ice,Unique_Grassmammoth_Earthquake,30
GrassMammoth_Ice040,GrassMammoth_Ice,FrostBreath,40
GrassMammoth_Ice050,GrassMammoth_Ice,IcicleThrow,50
GrassMammoth_Ice070,GrassMammoth_Ice,DiamondFall,70
BOSS_GrassMammoth_Ice001,BOSS_GrassMammoth_Ice,ThrowRock,1
BOSS_GrassMammoth_Ice007,BOSS_GrassMammoth_Ice,IceBlade,7
BOSS_GrassMammoth_Ice015,BOSS_GrassMammoth_Ice,PowerBall,15
BOSS_GrassMammoth_Ice022,BOSS_GrassMammoth_Ice,BlizzardLance,22
BOSS_GrassMammoth_Ice030,BOSS_GrassMammoth_Ice,Unique_Grassmammoth_Earthquake,30
BOSS_GrassMammoth_Ice040,BOSS_GrassMammoth_Ice,FrostBreath,40
BOSS_GrassMammoth_Ice050,BOSS_GrassMammoth_Ice,IcicleThrow,50
BOSS_GrassMammoth_Ice070,BOSS_GrassMammoth_Ice,DiamondFall,70
PREDATOR_GrassMammoth_Ice001,PREDATOR_GrassMammoth_Ice,ThrowRock,1
PREDATOR_GrassMammoth_Ice007,PREDATOR_GrassMammoth_Ice,IceBlade,7
PREDATOR_GrassMammoth_Ice010,PREDATOR_GrassMammoth_Ice,PredatorWave,10
PREDATOR_GrassMammoth_Ice015,PREDATOR_GrassMammoth_Ice,PowerBall,15
PREDATOR_GrassMammoth_Ice020,PREDATOR_GrassMammoth_Ice,PredatorLockon,20
PREDATOR_GrassMammoth_Ice022,PREDATOR_GrassMammoth_Ice,BlizzardLance,22
PREDATOR_GrassMammoth_Ice029,PREDATOR_GrassMammoth_Ice,Unique_Grassmammoth_Earthquake,29
PREDATOR_GrassMammoth_Ice030,PREDATOR_GrassMammoth_Ice,PredatorBeam,30
PREDATOR_GrassMammoth_Ice040,PREDATOR_GrassMammoth_Ice,FrostBreath,40
PREDATOR_GrassMammoth_Ice050,PREDATOR_GrassMammoth_Ice,IcicleThrow,50
PREDATOR_GrassMammoth_Ice070,PREDATOR_GrassMammoth_Ice,DiamondFall,70
CatVampire001,CatVampire,PoisonShot,1
CatVampire007,CatVampire,DarkBall,7
CatVampire015,CatVampire,DarkWave,15
CatVampire022,CatVampire,GhostFlame,22
CatVampire030,CatVampire,ShadowBall,30
CatVampire040,CatVampire,Inferno,40
CatVampire050,CatVampire,DarkLaser,50
CatVampire070,CatVampire,DarkLegion,70
BOSS_CatVampire001,BOSS_CatVampire,PoisonShot,1
BOSS_CatVampire007,BOSS_CatVampire,DarkBall,7
BOSS_CatVampire015,BOSS_CatVampire,DarkWave,15
BOSS_CatVampire022,BOSS_CatVampire,GhostFlame,22
BOSS_CatVampire030,BOSS_CatVampire,ShadowBall,30
BOSS_CatVampire040,BOSS_CatVampire,Inferno,40
BOSS_CatVampire050,BOSS_CatVampire,DarkLaser,50
BOSS_CatVampire070,BOSS_CatVampire,DarkLegion,70
SakuraSaurus001,SakuraSaurus,WindCutter,1
SakuraSaurus007,SakuraSaurus,MudShot,7
SakuraSaurus015,SakuraSaurus,Unique_SakuraSaurus_SideTackle,15
SakuraSaurus022,SakuraSaurus,SeedMine,22
SakuraSaurus030,SakuraSaurus,GrassTornado,30
SakuraSaurus040,SakuraSaurus,RootAttack,40
SakuraSaurus050,SakuraSaurus,SolarBeam,50
SakuraSaurus070,SakuraSaurus,WindBurst,70
BOSS_SakuraSaurus001,BOSS_SakuraSaurus,WindCutter,1
BOSS_SakuraSaurus007,BOSS_SakuraSaurus,MudShot,7
BOSS_SakuraSaurus015,BOSS_SakuraSaurus,Unique_SakuraSaurus_SideTackle,15
BOSS_SakuraSaurus022,BOSS_SakuraSaurus,SeedMine,22
BOSS_SakuraSaurus030,BOSS_SakuraSaurus,GrassTornado,30
BOSS_SakuraSaurus040,BOSS_SakuraSaurus,RootAttack,40
BOSS_SakuraSaurus050,BOSS_SakuraSaurus,SolarBeam,50
BOSS_SakuraSaurus070,BOSS_SakuraSaurus,WindBurst,70
SakuraSaurus_Water001,SakuraSaurus_Water,WaterGun,1
SakuraSaurus_Water007,SakuraSaurus_Water,BubbleShot,7
SakuraSaurus_Water015,SakuraSaurus_Water,Unique_SakuraSaurus_SideTackle,15
SakuraSaurus_Water022,SakuraSaurus_Water,SeedMine,22
SakuraSaurus_Water026,SakuraSaurus_Water,Unique_SakuraSaurus_Water_SplashTackle,26
SakuraSaurus_Water030,SakuraSaurus_Water,RootAttack,30
SakuraSaurus_Water040,SakuraSaurus_Water,WaterBall,40
SakuraSaurus_Water050,SakuraSaurus_Water,HydroPump,50
SakuraSaurus_Water070,SakuraSaurus_Water,SeaGush,70
BOSS_SakuraSaurus_Water001,BOSS_SakuraSaurus_Water,WaterGun,1
BOSS_SakuraSaurus_Water007,BOSS_SakuraSaurus_Water,BubbleShot,7
BOSS_SakuraSaurus_Water015,BOSS_SakuraSaurus_Water,Unique_SakuraSaurus_SideTackle,15
BOSS_SakuraSaurus_Water022,BOSS_SakuraSaurus_Water,SeedMine,22
BOSS_SakuraSaurus_Water026,BOSS_SakuraSaurus_Water,Unique_SakuraSaurus_Water_SplashTackle,26
BOSS_SakuraSaurus_Water030,BOSS_SakuraSaurus_Water,RootAttack,30
BOSS_SakuraSaurus_Water040,BOSS_SakuraSaurus_Water,WaterBall,40
BOSS_SakuraSaurus_Water050,BOSS_SakuraSaurus_Water,HydroPump,50
BOSS_SakuraSaurus_Water070,BOSS_SakuraSaurus_Water,SeaGush,70
Horus001,Horus,FireBlast,1
Horus007,Horus,FlareArrow,7
Horus015,Horus,FireSeed,15
Horus022,Horus,Flamethrower,22
Horus030,Horus,Unique_Horus_FlareBird,30
Horus040,Horus,Inferno,40
Horus050,Horus,FireBall,50
Horus055,Horus,Unique_Horus_PerfectStorm,55
Horus070,Horus,HolyBlast,70
BOSS_Horus001,BOSS_Horus,FireBlast,1
BOSS_Horus007,BOSS_Horus,FlareArrow,7
BOSS_Horus015,BOSS_Horus,FireSeed,15
BOSS_Horus022,BOSS_Horus,Flamethrower,22
BOSS_Horus030,BOSS_Horus,Unique_Horus_FlareBird,30
BOSS_Horus040,BOSS_Horus,Inferno,40
BOSS_Horus050,BOSS_Horus,FireBall,50
BOSS_Horus055,BOSS_Horus,Unique_Horus_PerfectStorm,55
BOSS_Horus070,BOSS_Horus,HolyBlast,70
GYM_Horus001,GYM_Horus,Unique_Horus_FlareBird,1
GYM_Horus002,GYM_Horus,FlareArrow,2
GYM_Horus003,GYM_Horus,Flamethrower,3
GYM_Horus004,GYM_Horus,FlameWall,4
GYM_Horus005,GYM_Horus,FlameFunnel,5
GYM_Horus006,GYM_Horus,Inferno,6
GYM_Horus007,GYM_Horus,FireSeed,7
GYM_Horus008,GYM_Horus,Eruption,8
Horus_Oilrig001,Horus_Oilrig,FireBlast,1
